RUNTIME,FreeHeap=85544,MinEverFreeHeap=85544,TestStackHighWaterWords=910
MA600 noise (last 5s): P2P=67.71deg StdDev=33.16deg Drift=-67.67deg MaxStep=67.64deg N=25 valid=0
MA600 noise (last 5s): P2P=0.42deg StdDev=0.12deg Drift=-0.01deg MaxStep=0.36deg N=25 valid=1
MA600 noise (last 5s): P2P=0.47deg StdDev=0.12deg Drift=-0.15deg MaxStep=0.36deg N=25 valid=1
MA600 noise (last 5s): P2P=0.59deg StdDev=0.15deg Drift=0.24deg MaxStep=0.37deg N=25 valid=1
MA600 noise (last 5s): P2P=0.65deg StdDev=0.15deg Drift=-0.15deg MaxStep=0.47deg N=25 valid=1
MA600 noise (last 5s): P2P=0.44deg StdDev=0.12deg Drift=-0.34deg MaxStep=0.43deg N=25 valid=1
MA600 noise (last 5s): P2P=27.93deg StdDev=11.02deg Drift=17.81deg MaxStep=15.32deg N=25 valid=0
MA600 noise (last 5s): P2P=7.55deg StdDev=2.35deg Drift=-7.54deg MaxStep=2.79deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.03deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.04deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
MA600 noise (last 5s): P2P=0.05deg StdDev=0.01deg Drift=-0.02deg MaxStep=0.03deg N=25 valid=1
BATCH,BatchID=2,Status=START,PreconditionProtocol=ONE_FULL_SWEEP_120S_V1,PreconditionCount=1,RunCount=10,TotalCycleCount=11,CooldownTargetMs=120000
Getting result!
CONFIG,RecordVersion=1,GatePolicy=POLICY_A_LOCKED_V1,ConfigContext=PRECONDITION_PRE_MOTOR,Firmware=jigmotor-nl2,BuildID=Aug 12 2026 16:45:25,MCU_UID=003E00323235511835383831,JigID=JIG8,JigKnown=1,ConfigGateSelfTest=1,PointSamplerSelfTest=1,ExpectedCalibrationState=ZERO_TABLE,ConfigReadValid=1,ConfigValid=1,PolicyAGatePassed=1,AuditFieldsLocked=1,ExpectedProfileFound=1,RejectReason=NONE,PolicyABypassOverride=0,ExpectedZero=0x0000,ExpectedDir=0x00,ExpectedFilt=0x05,ExpectedStatus=0x00,ExpectedPrt=0x00,ExpectedRmapId=0x00,ExpectedCorrCRC32=0x190A55AD,Zero=0x0000,Dir=0x00,Filt=0x05,Status=0x00,Prt=0x00,RmapId=0x00,CorrNonZeroCount=0,CorrCRC32=0x190A55AD
Motor ERROR: E502!
BATCH,BatchID=2,Status=FAILED,CycleOrder=1,RunOrder=0,RunRole=PRECONDITION
