MetricX,MetricY,N,RCentered,PCentered,RDetrended,PDetrended,BatchValid,BatchSameDirection,BatchOppositeDirection,MedianBatchR,AbsRDetrended
ClosureErrorDeg,BackoffTargetErrorRaw,80,0.0595452118238956,0.59981099566227,0.0861831325580857,0.447177317308481,8,4,4,0.0202466717292834,0.0861831325580857
A36,MotorActiveDurationMs,80,-0.0199904381910783,0.860291249601902,0.0861663636281951,0.447266051160598,8,6,2,0.101555996598344,0.0861663636281951
A108,MotorActiveDurationMs,80,-0.185148733976997,0.100133540059739,-0.0858259539571884,0.449069471781448,8,6,2,-0.226840619273321,0.0858259539571884
Residual_RMS_Extended,TrackingError_MaxAbs_Deg,80,0.12374586378709,0.274127510327923,0.0854228868884014,0.451210059889716,8,5,3,0.157177198669485,0.0854228868884014
A45,Motor_Error_P2P_Deg,80,0.0954875410200686,0.399478853848621,0.0852452384556576,0.452155300751463,8,6,2,0.158447436894314,0.0852452384556576
A18,ClosureErrorDeg,80,0.0705232818237225,0.534187432584092,0.0851204696145137,0.452819832732324,8,6,2,0.225851251148384,0.0851204696145137
A2,A45,80,0.0657796311690191,0.562103751385564,0.0850416609947573,0.453239854285255,8,5,3,0.0625444051034605,0.0850416609947573
MeanDC,P99_AbsDeviation,80,0.0167323520827199,0.882884510284911,0.0850344553888513,0.453278268325527,8,4,4,-0.0125039122918402,0.0850344553888513
A45,Motor_System_INL_Deg,80,0.0952693529350008,0.400561805537426,0.0849164109472371,0.453907835397165,8,6,2,0.157461395252097,0.0849164109472371
A27,ForwardFeedforwardTargetErrorRaw,80,0.072474936036619,0.522904751135102,0.0845127817271223,0.456064162871714,8,6,2,0.173307753730213,0.0845127817271223
A27,ApproachTargetErrorRaw,80,0.072474936036619,0.522904751135102,0.0845127817271223,0.456064162871714,8,6,2,0.173307753730213,0.0845127817271223
A27,ApproachObservedDeltaRaw,80,0.0724749360366189,0.522904751135102,0.0845127817271222,0.456064162871714,8,6,2,0.173307753730213,0.0845127817271222
A12,ClosureErrorDeg,80,-0.148984395209554,0.1871828149981,-0.0844663075403299,0.456312806301088,8,6,2,-0.224912028855978,0.0844663075403299
Fitted_P2P_Extended,AbsClosureErrorDeg,80,0.0280477263000087,0.804933923266852,0.0843707492646963,0.456824291262265,8,3,5,-0.101412652781827,0.0843707492646963
ClosureErrorDeg,AbsApproachReturnErrorRaw,80,-0.0591764523445794,0.602076074687304,-0.0836867560481806,0.460494640112535,8,5,3,-0.179563922534692,0.0836867560481806
NL_RobustP2P,A3,80,-0.187058915870974,0.0966182279769895,-0.0832329697913848,0.462938580621926,8,5,3,-0.187286777118023,0.0832329697913848
Residual_RMS_Extended,TimeSincePreviousRunMs,80,0.0220329653857452,0.846183098654118,-0.0825671029655526,0.466537517272445,8,5,3,-0.248712247895975,0.0825671029655526
BackoffObservedDeltaRaw,MotorActiveDurationMs,80,-0.0342806772589955,0.762744489158945,0.0824491543643476,0.467176600016806,8,5,3,0.240740477329607,0.0824491543643476
BackoffFeedforwardTargetErrorRaw,MotorActiveDurationMs,80,-0.0342806772589954,0.762744489158945,0.0824491543643474,0.467176600016806,8,5,3,0.240740477329606,0.0824491543643474
BackoffTargetErrorRaw,MotorActiveDurationMs,80,-0.0342806772589954,0.762744489158945,0.0824491543643474,0.467176600016806,8,5,3,0.240740477329606,0.0824491543643474
NL_RobustP2P,Residual_RMS_Extended,80,0.0908686534209392,0.422771213076145,0.0817863742651166,0.470776589735065,8,7,1,0.206870618266693,0.0817863742651166
Fitted_P2P_Extended,TimeSincePreviousRunMs,80,0.108201575138583,0.339394948593174,0.0813733718178941,0.473027444851326,8,5,3,0.260442027358654,0.0813733718178941
A2,A36,80,0.0365239126854618,0.747721124510621,-0.0812308004720658,0.473805802086944,8,3,5,0.189927492305416,0.0812308004720658
CrestFactor,ApproachReturnErrorRaw,80,-0.0902355977086292,0.426023271197575,-0.080787470304067,0.476230534368149,8,4,4,-0.0227662482116666,0.080787470304067
MeanDC,A45,80,0.0821273248462869,0.468922792935863,0.0803846916877007,0.478439243712009,8,5,3,0.0971218241784845,0.0803846916877007
BackoffFeedforwardTargetErrorRaw,AnalysisStartRaw,80,0.0601889512099627,0.595865965791884,0.0799962191596162,0.480574691872325,8,6,2,0.147604890319073,0.0799962191596162
BackoffTargetErrorRaw,AnalysisStartRaw,80,0.0601889512099627,0.595865965791884,0.0799962191596162,0.480574691872325,8,6,2,0.147604890319073,0.0799962191596162
BackoffObservedDeltaRaw,AnalysisStartRaw,80,0.0601889512099628,0.595865965791884,0.0799962191596161,0.480574691872325,8,6,2,0.147604890319072,0.0799962191596161
Fitted_P2P,P99_AbsDeviation,80,0.156806438083636,0.164815908083915,0.0787781310436975,0.487303458584995,8,5,3,0.115826059655195,0.0787781310436975
MeanDC,Motor_System_INL_Deg,80,-0.155983355027582,0.167072036260492,-0.0785859659335066,0.488369522775069,8,4,4,-0.103467968626419,0.0785859659335066
MeanDC,Motor_Error_P2P_Deg,80,-0.155972816965961,0.167101068629376,-0.078234816492575,0.49032075690164,8,4,4,-0.103158862157794,0.078234816492575
A2,ForwardFeedforwardTargetErrorRaw,80,-0.0429005339550288,0.705542781109812,0.0779786550946472,0.491746759491573,8,2,6,-0.165988316299513,0.0779786550946472
A2,ApproachTargetErrorRaw,80,-0.0429005339550288,0.705542781109812,0.0779786550946472,0.491746759491573,8,2,6,-0.165988316299513,0.0779786550946472
A2,ApproachObservedDeltaRaw,80,-0.0429005339550288,0.705542781109812,0.077978655094647,0.491746759491573,8,2,6,-0.16598831629951,0.077978655094647
A36,AbsApproachReturnErrorRaw,80,-0.189515712358778,0.0922401489994127,-0.0777341822578968,0.49310972691681,8,6,2,-0.181500019999793,0.0777341822578968
TrackingError_MaxAbs_Deg,AbsApproachReturnErrorRaw,80,0.111574097365676,0.324465141653965,0.077286473894034,0.495610894230707,8,4,4,0.0543602720565383,0.077286473894034
A45,Fitted_P2P,80,0.0289760435073753,0.798611706782827,0.07667805303626,0.49902051395272,8,6,2,0.17989283197339,0.07667805303626
TrackingError_RMS_Deg,AbsApproachReturnErrorRaw,80,0.0559901835191716,0.621802774993573,0.075847273845105,0.503695903949553,8,4,4,-0.00355776266622566,0.075847273845105
FitExplainedRatio_Extended,TimeSincePreviousRunMs,80,-0.0142373668739696,0.90025041332603,0.0756513307899535,0.504801911171358,8,5,3,0.217916040022602,0.0756513307899535
FitExplainedRatio,AbsApproachReturnErrorRaw,80,0.0530442377438603,0.640282191294513,-0.0756284311078383,0.504931251072707,8,5,3,-0.160895394075056,0.0756284311078383
A3,ShadowP2P,80,0.0485332974136205,0.669004203737112,0.0755174408598096,0.505558378659526,8,5,3,0.042611248919211,0.0755174408598096
A2,AbsClosureErrorDeg,80,-0.0892168122256834,0.431286789498079,-0.075274819984733,0.50693065710372,8,6,2,-0.163871023891354,0.075274819984733
FitExplainedRatio,ApproachReturnErrorRaw,80,-0.0738301952675791,0.51514110650973,0.0752118370934074,0.507287205717114,8,4,4,-0.0939750676698814,0.0752118370934074
CrestFactor,TimeSincePreviousRunMs,80,0.0734983776447945,0.517036492076535,0.0741483887469305,0.513326873327945,8,6,2,0.158423752465757,0.0741483887469305
A27,FitExplainedRatio,80,0.0737980832857432,0.515324379558948,0.0738798903551401,0.514857546667419,8,5,3,0.249749938780312,0.0738798903551401
A3,TrackingError_MaxAbs_Deg,80,0.00249858507046684,0.982450884576976,0.0738375325951173,0.515099234763084,8,6,2,0.0532070734380203,0.0738375325951173
AbsClosureErrorDeg,AnalysisStartRaw,80,0.119112785159173,0.292633638768256,0.073410407983021,0.51753957955389,8,5,3,0.26946762812068,0.073410407983021
MeanDC,A2,80,0.0993316724090502,0.380683637386913,0.072200725423411,0.524482709827211,8,1,7,-0.0894584361021013,0.072200725423411
ForwardFeedforwardTargetErrorRaw,MotorActiveDurationMs,80,0.054588000851021,0.630570205470884,-0.0718088174708798,0.526742108755778,8,4,4,-0.0835858348725172,0.0718088174708798
ApproachTargetErrorRaw,MotorActiveDurationMs,80,0.054588000851021,0.630570205470884,-0.0718088174708798,0.526742108755778,8,4,4,-0.0835858348725172,0.0718088174708798
ApproachObservedDeltaRaw,MotorActiveDurationMs,80,0.0545880008510211,0.630570205470884,-0.0718088174708797,0.526742108755778,8,4,4,-0.0835858348725167,0.0718088174708797
Residual_RMS_Extended,Fitted_P2P_Extended,80,0.00217931536199379,0.984693024558292,0.0717913084880947,0.526843163855489,8,5,3,0.221221614353054,0.0717913084880947
A1,A108,80,-0.241307882715602,0.0310579756002076,0.071271410827631,0.529848228577999,8,3,5,-0.0174602663562761,0.071271410827631
Fitted_P2P,ApproachObservedDeltaRaw,80,-0.155046164518417,0.169668556138686,-0.0703770059561295,0.535037895035775,8,6,2,-0.314883977486526,0.0703770059561295
Fitted_P2P,ForwardFeedforwardTargetErrorRaw,80,-0.155046164518417,0.169668556138686,-0.0703770059561293,0.535037895035785,8,6,2,-0.314883977486526,0.0703770059561293
Fitted_P2P,ApproachTargetErrorRaw,80,-0.155046164518417,0.169668556138686,-0.0703770059561293,0.535037895035785,8,6,2,-0.314883977486526,0.0703770059561293
MeanDC,ShadowP2P,80,-0.14896179778182,0.187250465981333,-0.0692116105126468,0.541837442639979,8,5,3,-0.0860915139741556,0.0692116105126468
FitExplainedRatio_Extended,Motor_System_INL_Deg,80,-0.031378854249358,0.782308552506695,-0.0690928100114225,0.542532956311378,8,6,2,-0.0658546813461894,0.0690928100114225
FitExplainedRatio_Extended,Motor_Error_P2P_Deg,80,-0.0310609298050711,0.78446047201238,-0.0690005071499169,0.543073641480445,8,6,2,-0.0660534124996162,0.0690005071499169
A45,A108,80,-0.0199243567452849,0.860748443546445,-0.0677900528786415,0.550188411299122,8,5,3,-0.100321373409534,0.0677900528786415
A6,ForwardFeedforwardTargetErrorRaw,80,0.0733666993623179,0.517789636031623,0.06705270058388,0.554544345939073,8,6,2,0.181978210521568,0.06705270058388
A6,ApproachTargetErrorRaw,80,0.0733666993623179,0.517789636031623,0.06705270058388,0.554544345939073,8,6,2,0.181978210521568,0.06705270058388
A6,ApproachObservedDeltaRaw,80,0.073366699362318,0.517789636031623,0.0670527005838795,0.554544345939073,8,6,2,0.181978210521566,0.0670527005838795
A108,TimeSincePreviousRunMs,80,0.18572097661244,0.0990701074163399,0.0669382384353668,0.555222015185433,8,5,3,0.0422575367793021,0.0669382384353668
Residual_RMS_H6,MotorActiveDurationMs,80,-0.0533027142379742,0.638651811079747,0.0664460528197251,0.558140495762203,8,4,4,0.0157877048338526,0.0664460528197251
A45,A72,80,-0.0299668861575227,0.791877933345902,-0.0662234293665394,0.559462969645858,8,4,4,0.0776467658977793,0.0662234293665394
RMS_AC,MotorActiveDurationMs,80,-0.0524577714803896,0.643987728420905,0.0659109974232981,0.561321453147881,8,4,4,0.0227632166770676,0.0659109974232981
A12,TimeSincePreviousRunMs,80,0.14110445013741,0.211858756721749,0.0658249108087443,0.561834048598102,8,5,3,0.191560765616162,0.0658249108087443
FitExplainedRatio_Extended,ShadowP2P,80,-0.031133416016147,0.783969695292382,-0.0655567092331107,0.563432452968269,8,6,2,-0.084782675940476,0.0655567092331107
TrackingError_MaxAbs_Deg,AnalysisStartRaw,80,0.0447377804144511,0.693546674448339,0.0655315913277217,0.563582258492616,8,3,5,-0.146067651823205,0.0655315913277217
A45,ClosureErrorDeg,80,-0.0669217208847116,0.555319839528527,-0.0655307062123878,0.563587537746151,8,5,3,-0.142057713776091,0.0655307062123878
TrackingError_RMS_Deg,AbsClosureErrorDeg,80,0.0770794160789963,0.496769885330935,0.0651503696901929,0.565858207637357,8,4,4,-0.122276741869374,0.0651503696901929
A1,AbsApproachReturnErrorRaw,80,0.0585824930440093,0.605732352786606,-0.0647113745927844,0.568484421471724,8,5,3,-0.092819367024995,0.0647113745927844
A9,P99_AbsDeviation,80,0.0646678086124801,0.568745358912763,0.0644588767100282,0.569997531109619,8,5,3,0.111005733794138,0.0644588767100282
A6,A12,80,-0.0678311159762701,0.549946316246388,-0.0639617997813167,0.572981786786528,8,6,2,-0.14713770502319,0.0639617997813167
A18,ShadowP2P,80,-0.00825982137488438,0.942031655076464,-0.0637840174025988,0.574050884822088,8,4,4,-0.0130669967714208,0.0637840174025988
TrackingError_RMS_Deg,ShadowP2P,80,0.0528217670691837,0.641686824443157,0.063492500141213,0.575805932185085,8,6,2,0.11411494079999,0.063492500141213
A18,Motor_Error_P2P_Deg,80,-0.00522433585160774,0.963316024483593,-0.0633943155529734,0.5763976004419,8,3,5,0.0499787832170676,0.0633943155529734
A18,Motor_System_INL_Deg,80,-0.00527047958128397,0.962992241741605,-0.063393675275345,0.576401459729399,8,3,5,0.0491038743185944,0.063393675275345
A3,AbsApproachReturnErrorRaw,80,-0.0430580929886729,0.704511147522265,0.0628268603592586,0.579822628407942,8,3,5,-0.0206473198113212,0.0628268603592586
A45,FitExplainedRatio_Extended,80,-0.065507855405628,0.563723839037482,-0.0622385361077916,0.583383466953255,8,3,5,0.12986875495443,0.0622385361077916
CrestFactor,ApproachObservedDeltaRaw,80,-0.0271163894437278,0.811289298334075,-0.0618208578004015,0.585917519717175,8,4,4,-0.0350229252169563,0.0618208578004015
CrestFactor,ForwardFeedforwardTargetErrorRaw,80,-0.0271163894437278,0.811289298334075,-0.0618208578004014,0.585917519717175,8,4,4,-0.0350229252169582,0.0618208578004014
CrestFactor,ApproachTargetErrorRaw,80,-0.0271163894437278,0.811289298334075,-0.0618208578004014,0.585917519717175,8,4,4,-0.0350229252169582,0.0618208578004014
A72,Fitted_P2P,80,-0.169365349217899,0.133127776441868,0.0617282002871344,0.586480350565461,8,6,2,0.136291903454884,0.0617282002871344
A18,FitExplainedRatio,80,0.0392858549890064,0.729352690249206,-0.0607212978461842,0.592612374893727,8,5,3,-0.0807859515663395,0.0607212978461842
A108,AbsClosureErrorDeg,80,-0.00882253299821252,0.938090015548967,-0.0604529107767773,0.594251702005014,8,4,4,-0.0414420733884925,0.0604529107767773
A72,Residual_RMS_Extended,80,0.0727481790941405,0.521334741707733,0.0595863963226525,0.599558257765386,8,4,4,0.159035452077784,0.0595863963226525
A2,A9,80,-0.107453809771536,0.342762831649252,0.0595312216666561,0.599896860152973,8,5,3,0.18363110732301,0.0595312216666561
MeanDC,A3,80,-0.110208753345712,0.330458096734472,-0.0593880727655705,0.600775748784503,8,4,4,0.0226295889967418,0.0593880727655705
A1,A12,80,-0.0288596683645263,0.79940356823158,-0.0593547988181874,0.600980121905579,8,5,3,-0.137328241022674,0.0593547988181874
AbsClosureErrorDeg,ApproachReturnErrorRaw,80,-0.0783713620435261,0.489561525327405,-0.0592334196479054,0.601725910213683,8,5,3,-0.0860710058046923,0.0592334196479054
P99_AbsDeviation,AbsClosureErrorDeg,80,-0.0651915866083519,0.565611928065277,-0.0589225118025243,0.603638081214924,8,6,2,-0.0904309837950205,0.0589225118025243
ClosureErrorDeg,MotorActiveDurationMs,80,-0.0629128013201805,0.579303307742644,-0.058742367177364,0.604747245447751,8,6,2,-0.0481250977298754,0.058742367177364
A3,Motor_System_INL_Deg,80,0.038454350186288,0.734867189368114,0.0585932850961817,0.605665832494415,8,4,4,0.00302204803797427,0.0585932850961817
A72,TimeSincePreviousRunMs,80,0.0652920874832993,0.565011626392572,0.0582535593112506,0.6077613784539,8,4,4,0.131934036606018,0.0582535593112506
Residual_RMS_Extended,AbsClosureErrorDeg,80,-0.0854360233000638,0.451140206566364,-0.0581041582356525,0.608683938665512,8,5,3,-0.256128924695331,0.0581041582356525
A3,Motor_Error_P2P_Deg,80,0.0379140802922668,0.73845745072143,0.0577882526371129,0.610636684011729,8,4,4,0.00285381543950868,0.0577882526371129
A6,AbsClosureErrorDeg,80,-0.0369547975086676,0.744845940319109,-0.0575511649994934,0.612104009887594,8,4,4,-0.0271453192895384,0.0575511649994934
FitExplainedRatio_Extended,MotorActiveDurationMs,80,0.0309037925221897,0.785524677534555,-0.056642264541503,0.617743268699346,8,4,4,-0.130066714271886,0.056642264541503
A3,CrestFactor,80,0.0858216789887442,0.449092145379866,-0.0562696441858093,0.62006161150884,8,4,4,0.00398493019292505,0.0562696441858093
Residual_RMS_Full,MotorActiveDurationMs,80,-0.0611596148510621,0.589939485875244,0.0559326357039046,0.62216158163408,8,6,2,0.117687528725763,0.0559326357039046
FitExplainedRatio,TrackingError_MaxAbs_Deg,80,0.0412060899181063,0.716670542573319,0.055895477143807,0.622393309473619,8,5,3,0.0780031673556995,0.055895477143807
Motor_System_INL_Deg,BackoffObservedDeltaRaw,80,0.0587261667613199,0.604847036565164,0.0558708915793686,0.622546649896968,8,6,2,0.130956281388188,0.0558708915793686
Motor_System_INL_Deg,BackoffFeedforwardTargetErrorRaw,80,0.0587261667613199,0.604847036565164,0.0558708915793684,0.622546649896968,8,6,2,0.130956281388188,0.0558708915793684
Motor_System_INL_Deg,BackoffTargetErrorRaw,80,0.0587261667613199,0.604847036565164,0.0558708915793684,0.622546649896968,8,6,2,0.130956281388188,0.0558708915793684
Motor_Error_P2P_Deg,BackoffObservedDeltaRaw,80,0.0583604155010388,0.607101910736771,0.0555009513826036,0.624855906512597,8,5,3,0.130530972284244,0.0555009513826036
Motor_Error_P2P_Deg,BackoffFeedforwardTargetErrorRaw,80,0.0583604155010388,0.607101910736771,0.0555009513826034,0.624855906512597,8,5,3,0.130530972284245,0.0555009513826034
Motor_Error_P2P_Deg,BackoffTargetErrorRaw,80,0.0583604155010388,0.607101910736771,0.0555009513826034,0.624855906512597,8,5,3,0.130530972284245,0.0555009513826034
Residual_RMS_Extended,MotorActiveDurationMs,80,-0.0654811410658383,0.563883205411907,0.0554408904460496,0.625231163288631,8,5,3,0.121818049088103,0.0554408904460496
A3,Fitted_P2P,80,-0.0976816350652115,0.388685045615499,-0.0552111461779051,0.626667468863444,8,5,3,-0.108513051146809,0.0552111461779051
A1,Residual_RMS_Full,80,-0.254738166165177,0.022587098653141,0.0542664202242161,0.632588222804762,8,6,2,0.175669559961222,0.0542664202242161
A3,A9,80,0.187668894187283,0.0955163110166046,0.054258624682966,0.632637175620892,8,3,5,-0.0993792748113917,0.054258624682966
Fitted_P2P_Extended,ApproachObservedDeltaRaw,80,-0.11865192449609,0.294518421866902,-0.0541656638259272,0.633221053428262,8,5,3,-0.10386026291517,0.0541656638259272
Fitted_P2P_Extended,ForwardFeedforwardTargetErrorRaw,80,-0.11865192449609,0.294518421866902,-0.0541656638259272,0.633221053428262,8,5,3,-0.103860262915171,0.0541656638259272
Fitted_P2P_Extended,ApproachTargetErrorRaw,80,-0.11865192449609,0.294518421866902,-0.0541656638259272,0.633221053428262,8,5,3,-0.103860262915171,0.0541656638259272
P99_AbsDeviation,ClosureErrorDeg,80,-0.04876014050116,0.667548007903103,-0.0541137756509611,0.633547055334018,8,4,4,0.00803381982001957,0.0541137756509611
A2,TrackingError_MaxAbs_Deg,80,0.0356036357175979,0.753873388751904,0.0539162077518413,0.634788968883419,8,4,4,0.0520632829960002,0.0539162077518413
Residual_RMS_Full,AbsApproachReturnErrorRaw,80,-0.182794846418777,0.104602039814175,-0.0537811137110648,0.635638752094394,8,6,2,-0.125910434547332,0.0537811137110648
A3,MotorActiveDurationMs,80,0.105351123670429,0.352344973784992,0.0535683532641872,0.636978035056549,8,4,4,-0.0267011769154743,0.0535683532641872
MeanDC,A72,80,0.038176082606503,0.736715659943307,-0.0520583802282854,0.64651623147958,8,3,5,0.0725021255730175,0.0520583802282854
ShadowP2P,ApproachReturnErrorRaw,80,-0.0240707842764507,0.832155491900077,-0.0518455016995471,0.64786558219578,8,4,4,0.0550686718680105,0.0518455016995471
A27,AnalysisStartRaw,80,0.0350243010195412,0.757754275509036,0.0514963121691549,0.650081409986782,8,5,3,0.0862334535106807,0.0514963121691549
A18,TrackingError_MaxAbs_Deg,80,0.023523992293443,0.835914458896845,-0.0511439034959726,0.652320745709239,8,5,3,-0.209286459306578,0.0511439034959726
TrackingError_RMS_Deg,BackoffFeedforwardTargetErrorRaw,80,0.0317042388868657,0.780107828133088,0.0505332659008393,0.656208240552287,8,5,3,0.0963290733579765,0.0505332659008393
TrackingError_RMS_Deg,BackoffTargetErrorRaw,80,0.0317042388868657,0.780107828133088,0.0505332659008393,0.656208240552287,8,5,3,0.0963290733579765,0.0505332659008393
TrackingError_RMS_Deg,BackoffObservedDeltaRaw,80,0.0317042388868657,0.780107828133088,0.0505332659008393,0.656208240552287,8,5,3,0.0963290733579774,0.0505332659008393
A6,TrackingError_MaxAbs_Deg,80,0.0160166670566724,0.887860633982219,0.0499525368172628,0.659913820138912,8,5,3,0.123556179691987,0.0499525368172628
AbsClosureErrorDeg,BackoffObservedDeltaRaw,80,-0.0861797329367878,0.44719530582593,-0.0492103028365302,0.664661873796493,8,4,4,-0.024516838637275,0.0492103028365302
AbsClosureErrorDeg,BackoffFeedforwardTargetErrorRaw,80,-0.0861797329367878,0.44719530582593,-0.0492103028365302,0.664661873796493,8,4,4,-0.0245168386372747,0.0492103028365302
AbsClosureErrorDeg,BackoffTargetErrorRaw,80,-0.0861797329367878,0.44719530582593,-0.0492103028365302,0.664661873796493,8,4,4,-0.0245168386372747,0.0492103028365302
FitExplainedRatio_Extended,TrackingError_RMS_Deg,80,-0.000642775559659344,0.995485054483689,0.0482386181138716,0.670897690956223,8,4,4,0.0615595704908845,0.0482386181138716
A27,Residual_RMS_Extended,80,-0.0663627200864856,0.558635351504333,-0.0475921299305494,0.675058929264083,8,5,3,-0.105095870034698,0.0475921299305494
A2,A108,80,0.00809841490679879,0.943162523983043,0.0474481665712201,0.675986908632348,8,4,4,0.112436765368911,0.0474481665712201
P99_AbsDeviation,TimeSincePreviousRunMs,80,0.0381451025604809,0.736921546276511,0.0465438494565601,0.681827079765847,8,4,4,-0.0641024937337908,0.0465438494565601
A1,TimeSincePreviousRunMs,80,-0.06768703696298,0.550795987034939,-0.0459561922759017,0.685632300731781,8,5,3,-0.051156111031152,0.0459561922759017
A12,A108,80,-0.0394276628455109,0.728413587329472,0.0428093752046202,0.706139894804928,8,3,5,-0.102959320792427,0.0428093752046202
A6,Fitted_P2P_Extended,80,-0.102398676526854,0.366077114227967,-0.0426056348507656,0.707475088502568,8,4,4,0.00334634694475582,0.0426056348507656
A36,CrestFactor,80,-0.143418687459916,0.204384228119952,0.042438693896216,0.70856977886236,8,4,4,0.0168869435744662,0.042438693896216
A45,TimeSincePreviousRunMs,80,-0.0361352857004737,0.750317289227419,-0.0417288736820216,0.713230889252368,8,4,4,-0.0333324460055452,0.0417288736820216
MeanDC,Fitted_P2P_Extended,80,-0.094642072402058,0.403684861025016,0.041594693374886,0.714113185935378,8,4,4,-0.0496710442504378,0.041594693374886
A27,ApproachReturnErrorRaw,80,-0.0120582319501657,0.915456590270366,0.0405366746342015,0.721083191544309,8,5,3,0.158263857624197,0.0405366746342015
ShadowP2P,BackoffObservedDeltaRaw,80,0.0415112189053497,0.714662257886573,0.0399424788723144,0.725007657274614,8,5,3,0.127080143668459,0.0399424788723144
ShadowP2P,BackoffFeedforwardTargetErrorRaw,80,0.0415112189053497,0.714662257886573,0.0399424788723143,0.725007657274614,8,5,3,0.12708014366846,0.0399424788723143
ShadowP2P,BackoffTargetErrorRaw,80,0.0415112189053497,0.714662257886573,0.0399424788723143,0.725007657274614,8,5,3,0.12708014366846,0.0399424788723143
CrestFactor,TrackingError_RMS_Deg,80,0.0131208414962503,0.908037482058461,0.0391632222602069,0.730165129750009,8,5,3,0.0494304244799152,0.0391632222602069
A18,MotorActiveDurationMs,80,0.0781471315530149,0.490808636952282,0.0390714663202355,0.73077320543636,8,5,3,0.221962395650231,0.0390714663202355
A1,A72,80,-0.297728718614166,0.00731456317941398,-0.0388363034971064,0.732332409595036,8,5,3,-0.0594622061453787,0.0388363034971064
CrestFactor,MotorActiveDurationMs,80,0.0324520925992778,0.775056324099611,0.0387213008609298,0.733095308705961,8,5,3,0.208791912085784,0.0387213008609298
A27,MotorActiveDurationMs,80,0.00397509478021183,0.972083819234795,-0.0385672819724731,0.734117437001767,8,6,2,-0.194295436807822,0.0385672819724731
NL_RobustP2P,A12,80,0.081088208339064,0.474584962902159,-0.038447502019626,0.734912662217099,8,5,3,-0.172459080411361,0.038447502019626
A27,BackoffFeedforwardTargetErrorRaw,80,-0.0718320285512123,0.526608158309075,-0.0380348546880244,0.737654378659958,8,4,4,-0.000831520979698911,0.0380348546880244
A27,BackoffTargetErrorRaw,80,-0.0718320285512123,0.526608158309075,-0.0380348546880244,0.737654378659958,8,4,4,-0.000831520979698911,0.0380348546880244
A27,BackoffObservedDeltaRaw,80,-0.0718320285512123,0.526608158309075,-0.0380348546880241,0.737654378659958,8,4,4,-0.000831520979698221,0.0380348546880241
A45,TrackingError_RMS_Deg,80,0.0340888802092369,0.764033155297696,0.0378139976110761,0.739123148319342,8,5,3,0.0980869392616331,0.0378139976110761
A3,A18,80,-0.0699019683536009,0.537804420224586,-0.0375254394955977,0.74104355778,8,4,4,-0.0489416235719644,0.0375254394955977
A72,ForwardFeedforwardTargetErrorRaw,80,-0.0449661708478266,0.69206060064975,-0.0373232468502362,0.742390132544271,8,4,4,0.0868976858752927,0.0373232468502362
A72,ApproachTargetErrorRaw,80,-0.0449661708478266,0.69206060064975,-0.0373232468502362,0.742390132544271,8,4,4,0.0868976858752927,0.0373232468502362
A72,ApproachObservedDeltaRaw,80,-0.0449661708478266,0.69206060064975,-0.0373232468502362,0.742390132544271,8,4,4,0.0868976858752928,0.0373232468502362
A18,ApproachReturnErrorRaw,80,-0.00312154754332715,0.978076404265865,0.0368715929421401,0.745400872957193,8,5,3,0.130195226358089,0.0368715929421401
FitExplainedRatio_Extended,BackoffObservedDeltaRaw,80,-0.0436646819770687,0.700544433900824,0.0366450835934706,0.74691223223204,8,4,4,0.00305807856722833,0.0366450835934706
FitExplainedRatio_Extended,BackoffFeedforwardTargetErrorRaw,80,-0.0436646819770687,0.700544433900824,0.0366450835934705,0.74691223223204,8,4,4,0.00305807856722791,0.0366450835934705
FitExplainedRatio_Extended,BackoffTargetErrorRaw,80,-0.0436646819770687,0.700544433900824,0.0366450835934705,0.74691223223204,8,4,4,0.00305807856722791,0.0366450835934705
A72,FitExplainedRatio_Extended,80,0.0107683690533147,0.924472027902708,0.0364993201352927,0.747885328591857,8,4,4,-0.033807343227174,0.0364993201352927
AbsClosureErrorDeg,MotorActiveDurationMs,80,0.00453934993918631,0.968123123988578,-0.0363302507409328,0.749014505625227,8,5,3,-0.146214070447045,0.0363302507409328
A2,MotorActiveDurationMs,80,-0.149027486867954,0.187053858529041,-0.0354719811753259,0.754754793964395,8,6,2,-0.0160437531121863,0.0354719811753259
A18,A72,80,-0.119517445422836,0.290985261453369,-0.0353373780196135,0.755656263528654,8,3,5,0.139333971365276,0.0353373780196135
A9,A27,80,0.0563463368895626,0.619584146553343,0.03475455477537,0.759563321615101,8,3,5,-0.0180366794706638,0.03475455477537
A2,A27,80,-0.0636960289902705,0.574580347469021,-0.0337698836285519,0.766177881539975,8,4,4,-0.0215296441789877,0.0337698836285519
A1,AnalysisStartRaw,80,-0.21718051743725,0.0529762845575063,-0.0324618405677573,0.774990540895829,8,4,4,-0.0595783921303561,0.0324618405677573
Motor_System_INL_Deg,ApproachReturnErrorRaw,80,0.000554491388571234,0.996105169645881,-0.0318513186942443,0.779113626058079,8,3,5,0.0717376938507371,0.0318513186942443
Motor_Error_P2P_Deg,ApproachReturnErrorRaw,80,0.00064224557007709,0.9954887771668,-0.0316831608504521,0.780250336364438,8,3,5,0.0709753208868982,0.0316831608504521
A3,A36,80,0.00142246214443106,0.990008630548619,0.03162319682322,0.780655791674625,8,5,3,0.116393061326612,0.03162319682322
